identifier_file,local_note,title,title_other,title_part,abstract,date_text,collection,collection_identifier,shelf_locator,extent,genre,form,language,name,name_role,name 2,name_role 2,publisher,place_of_origin,series_title,subject_geographic,subject_name,subject_name 2,subject_topical,subject_topical 2,project_title,repository,rights,public_note,public_note 2,note_provenance
0012_000416_000457,,Letter from E.W. Brickert to Herbert Hicks,,,"Letter attaches article about murder in Chicago, discusses Darrow, teaching of evolution, prospect of ""degenerate"" teaching ""anarchy"" and ""Free Love.""",1925-07-09,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 letter (2 pages, 5 1/2 in x 8 1/2 in; one clipped article)",,correspondence,eng,"Brickert, E.W.",Creator,,,,"Olympia, WA",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000458,,Letter from William H. Kereen to William Jennings Bryan,,,"Includes eight questions to ask Mr. Darrow regarding his belief in Biblical teachings or lack thereof, wishes success.",1925-07-11,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 letter (1 page, 17 in x 14 in)",,manuscripts (document genre),eng,"Kereen, William H.",Creator,,,,"Nashville, TN",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000459,,Letter to Sue from [illegible],,,"Handwritten letter thanks Sue and prosecution team for ""consideration shown"" and updates on travels.",[1925-07],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 letter (1 page, 9 7/16 in x 5 7/8 in)",,correspondence,eng,unknown,Creator,,,,"Chattanooga, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Written on stationery from Chattanooga hotel. Creator appears to be on familiar terms with Sue. First and middle initials are signed W.A. but the last is unclear.,"Friday AM
Dear SueI left Dayton before Court adjourned Wednesday - and now desire to thank you for the consideration shown me Express my thanks to HE Gen McKenzie, Judge McK and to Mr Haggard for making it possible for me to enjoy the day You gentlemen are ably handling the Ã¢â‚¬Å“Wise Men of the EastÃ¢â‚¬ï¿½Bully for Stewart and the BryansVery sincerelyW.A. [illegible]",
0012_000416_000460,,A Proclamation and Decree To All People Of The  World,,,"Handwritten note on two-sided ""proclamation"" from ""Lewis Levi Johnson Marshall, Absolute Ruler of the Entire World,"" against the Evolution law.",1925,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (2 pages, 7 1/2 in x 6 in)",,manuscripts (document genre),eng,"Marshall, Lewis Levi Johnson",Creator,,,,"Boston, MA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[handwritten note]
The Tennessee law is a Violation of the constitution of the United States The State could dismiss the Teacher but no criminal action could legally be takensigned Lewis Levi Johnson Marshall",
0012_000416_000461,,Letter from Madalin P. Johnson to Sue Hicks,,,"Letter pastes newspaper clipping describing Sue, discusses upcoming visit to Dayton, offers to drive Sue to Chattanooga if schedules align.",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 letter (2 pages, 8 in x 6 in)",,correspondence,eng,"Johnson, Madalin P.",Creator,,,,"Chattanooga, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"After reading the above I can only offer you my deepest apologies for asking you to ride in a dusty car.It is most gratifying though to see our [illegible] in a fitting role.Am coming up Monday and expecting some real excitement. See that youall donÃ¢â‚¬â„¢t disappoint me so I will have some real first class data to take back to New York.If you are coming to Chattanooga that night, or [illegible] afternoon, [illegible] glad to drive you down. Expect to be at the Mineral Springs Hotel.SincerelyMadalin P. Johnson.",
0012_000416_000462,,TREASON,,,"Pamphlet  containing proclamations by Lewis Levi Marshall Johnson; reverse side ""A Warning to Official's of all Government's of the World""",1925,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (2 pages, 4 in x 6 in)",,pamphlets,eng,"Marshall, Lewis Levi Johnson",Creator,,,,"Boston, MA",,,,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000463,,A PROCLAMATION OF PEACE TO ALL MANKIND,,,"Pamphlet containing proclamations by Lewis Levi Marshall Johnson; reverse side ""Charge of Crime against Officials of the United State's Government.""",1925,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (2 pages, 3 3/4 in x 6 in)",,pamphlets,eng,"Marshall, Lewis Levi Johnson",Creator,,,,"Boston, MA",,,,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000464,,Each In His Own Tongue,,,"Poem on card describes natural world, ""some call it Evolution/And others call it God.""",unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 card (1 page, 5 in x 3 in)",,manuscripts (document genre),eng,"Carruth, William Herbert",Author,,,,,,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000465,,The Vindicator: The Battle Hymn of the Republic,,,"Page from a periodical in which ""The Battle Hymn of the Republic"" is reprinted and bracketed with an orange pastel.",1925-02-,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 page (2 sides, 12 in x 9 in)",,periodicals,eng,Vindicator,Creator,"Howe, Julia Ward, 1819-1910.",Author,"Bureau of Industrial Service, Inc.","Chicago, IL",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000466,,"Envelope from James Russell Clark to ""The Associated Press and International News Service, c/o Judge John T. Raulston""",,,"Message typed on envelope states evolution theory is incompatible with Biblical charge for man to ""exercise... dominion over"" natural world.",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 envelope (4 1/2 in x 10 in),,correspondence,eng,"Clark, James Russell",Creator,,,,"Chicago, IL",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000467,,Letter from Patsie Dowd to Prosecution Attorneys,,,"Typewritten account of religious persecution, above which a handwritten note states Dowd's ability to explain and prove ""what man is.""",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 letter (1 page),,correspondence,eng,"Dowd, Patsie",Creator,,,,"Richmond, IN",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[handwritten note]
Prosecution Attorneys as you can see by this letter, that I can explain what man is and prove it",
0012_000416_000468,,"$3,675,000,000 ROBBERY",,,"Pamphlet with proclamations by Lewis Levi Johnson Marshall, reverse side ""TREASON""",1925,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (2 pages, 3 1/2 in x 6 in)",,pamphlets,eng,"Marshall, Lewis Levi Johnson",Creator,,,,"Boston, MA",,,,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000469,,TO THE DARWIN EVOLUTIONIST,,,Satirical poem addresses evolutionary theory.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,"Mills, Edward W.",Creator,,,,"Chicago, IL",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,3 copies.,,
0012_000416_000470,,The Soul Defender,,,Poem written in honor of Bryan at Scopes trial.,1925-05-24,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,"Allen, M. Simpson",Creator,,,,"Oklahoma City, OK",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000471,,The Evolutionist,,,"Poem written setting evolution in opposition to ""truthful told"" Creation.",1925-06-20,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Allen, M. Simpson",Creator,,,,"Oklahoma City, OK",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000472,,The Final Analysis,,,Poem deals with inevitability of death and Biblical afterlife.,1925-05-01,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,"Allen, M. Simpson",Creator,,,,"Oklahoma City, OK",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000473,,Los Angeles,,,"Poem addresses beauty of Los Angeles, its ""fearful destiny"" if ""sin obtains control.""",1925-05-25,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Allen, M. Simpson",Creator,,,,"Los Angeles, CA",,Los Angeles (Calif.),,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000474,,God's City/The Grand Canyon of Arizona,,,"Poem describes the Grand Canyon as ""God's Love revealed.""",1925-04-21,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,"Allen, M. Simpson",Creator,,,,"Grand Canyon Village, AZ",,Grand Canyon (Ariz.),,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000475,,Did It Ever Occur to You?,,,"Asserts Christianity as ""refining influence,"" recounts defeats of agnostics and atheists, denies proof of evolution.",unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,unknown,Creator,,,,,,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000476,,The Folly of the Dayton Trial of Evolution,,,"Page from Manufacturers' Record periodical decries American Civil Liberties Union, affirms Christianity, opines that Darrow is not an asset.",1925-06-18,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 page (12 in x 9 in),,periodicals,eng,Manufacturers' Record,Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000477,,"Science ""Science Falsely So--Called",,,"Draft of poem with an inscription to W.J. Bryan, compliments of the author.",1925-07-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Murphy, Jeannette Robinson",Creator,,,,,,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Handwritten note on reverse.,,
0012_000416_000478,"First appearance of ""Sunday legislation"" as subject.",The Anti-Fanatic League,,,"Pamphlet introduces group who oppose Prohibition, Blue Laws, Volstead Act.",1922-05-24,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (4 pages, 6 in x 3 1/4 in)",,pamphlets,eng,"Doran, Marie",Creator,,,,New York City,,,,,Sunday legislation,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000479,,"Science ""Science Falsely So--Called",,,"Draft of poem with letter on reverse, ""Dear Sir:"" from J.R. Murphy",1925-07-13,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 letter (2 pages),,correspondence,eng,"Murphy, Jeannette Robinson",Creator,,,,,,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[illegible], N.C.July 13Dear Sir: -This came [out?] [on?] there [in?] Asheville [in?] Ã¢â‚¬Å“Asheville TimesÃ¢â‚¬ï¿½ [illegible] 14th July.Please destroy all other copies & give this to Hon. W. J. Bryan & ask him to destroy his copy, I [know?] you gave him:Please see the others are burned up - as this alone is correct[Sincerely?] Ã‚Â J. R. Murphy",
0012_000416_000480,,"Booksellers Catalogue of Dulau & Co., Ltd.",,,"Catalogue page pasted on paper, circled paragraph quoting Darwin as distancing science and religion, handwritten note with source.",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 page,,correspondence,eng,"Boyd, Leroy S.",Associated name,,,,"Arlington, VA",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000481,,Scholarship and Religious Belief,,,Pamphlet attempts to illuminate scientific objections to Biblical content by providing context and reading the Bible as sometimes metaphorical.,1923,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (16 pages, 7 1/4 in x 5 1/4 in)",,pamphlets,eng,"Blanchard, Edgar F.",Creator,,,,"Flagstaff, AZ",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000482,,Bible Defended Against Evolutionary Theory,,,"Pamphlet reprints exchanged correspondence between Bryan and ""Evangelist Philip Sidersky,"" discussing Benjamin Disraeli's anti-evolutionary stance.",1923-09-17,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (2 pages, 6 in x 4 5/8 in)",,pamphlets,eng,"Bryan, William Jennings, 1860-1925",Author,"Sidersky, Philip",Author,,"Los Angeles, CA",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,6 copies,,
0012_000416_000483,,The Jews and the Gospel,,,"Pamphlet reprints article on ""gospel literature in the Yiddish language to counteract the misleading influences of various anti-Christian propagandists.""",1973-12-12,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (2 pages, 5 7/8 in x 3 1/4 in)",,pamphlets,eng,"Sidersky, Philip",Associated name,,,,"Los Angeles, CA",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,2 copies,,
0012_000416_000484,"Missing form, government document?",Copyright Certificate - Gospel of John with Old Testament References in Yiddish,,,Copyright issued to Philip Sidersky,1924-01-15,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 certificate (1 page, 3 3/8 in x 5 3/8 in)",,,eng,"Sidersky, Philip",Author,"Solberg, Thorwald",Associated name,,"Washington, DC",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",No known copyright restrictions.,,,
0012_000416_000485,,Darrow's Greatest Day in Dayton,,,Press release sympathetic to evolution and to Darrow describes Darrow's courtroom apology to judge.,1925-07-22,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Hollister, Howard K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000486,,The Day in Dayton,,,"Press release describes religious variety at trial, recounts words of ""a Fundamentalist"" pastor who challenged critics to prove evolution.",1925-07-,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Hollister, Howard K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000487,,Names of some of the people who sent telegrams to Mrs. Bryan,,,Handwritten list includes name and location of telegrams,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (3 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,,,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[on reverse of second page] Names of some of people who sent telegrams to Mrs. Bryan
Wm [McKinery?] Ã‚Â Chicago Claus A Swanson Ã‚Â Washington Ben S. [stricken: S]paulen Gov. Ã‚Â Topeka KansasK.D. McKellan Sen. Ã‚Â Johnson City[Clem?] [Thomas?] Ã‚Â Fairmont W VaNewton D. Baker Ã‚Â Cleveland OJD Hunt SecÃ¢â‚¬â„¢y to Gov. Peay Ã‚Â NashvilleH.M. Daugherty Ã‚Â Columbus OThomas C. McRae Ã‚Â Prescott ArkNorman E. Muck Ã‚Â Loonlakehouse NYJas M Cox Ã‚Â Miami FlaJas [illegible] Ã‚Â Washington DCTom C. Rye Ã‚Â Paris TennJ. Thos. Heflin Ã‚Â Lafayette Ala.Jno W Gaines Ã‚Â NashvilleHerbert Booth Ã‚Â Yonkers NYWm D. Upshaw Ã‚Â Silver Bay NYJno Hayes Hammond Ã‚Â Gloucester Mass.Austin Peay Ã‚Â Nashville TennC.J. Morley Gov. Ã‚Â Denver Colo.F.B. Swank M.C. Ã‚Â Norman OklaWalter Trumbull Ã‚Â NY CityHillary House Ã‚Â NashvilleChas Francis Patten Ã‚Â NYMrs Richard Croker Ã‚Â W. Palm BeachWm E Dever Ã‚Â ChicagoJos. P. Tumulty Ã‚Â Wash. D.C.Thos G. McLeod Gov. Ã‚Â Columbia S.C.Atlee Pomarene Ã‚Â ClevelandVic Donahey Gov. Ã‚Â Columbus OhioEarl B. Mayfield Senator, Ã‚Â Austin TexasWm. W. Brandon Gov. Ã‚Â Ala.[note: section torn] Duncan U. Fletc[h]er Sen. Ã‚Â [note: text misssing]Thos. J. Ferrell, Gov. Ã‚Â Ark.John W. Davis Ã‚Â Glen Cove, NYC. Vanderbilt Jr. Ã‚Â Savanah, Ga.Col. Luke Lee Ã‚Â Nashville[S.?] G. [Melville?] Ã‚Â Miami Fla.James M. Baker Ã‚Â Washington, D.C.Joseph Daniels Ã‚Â Raleigh, N.C.Geo. Wharton Pepper Sen Ã‚Â PennF. L. [McGerris?] Ã‚Â N.Y.Pat Harrison Sen. Ã‚Â Miss.",
0012_000416_000488,,The Modern Ape,,,Typewritten poem compares evolutionists to monkeys.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (1 page),,manuscripts (document genre),eng,"Lincoln, C.S.",Creator,,,,"East Palestine, OH",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000489,,P.S.,,,"Contains paragraphs omitted from a letter to the editor of The Springfield Republican, promoting creationism.",1925-06-30,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (1 page, 11 1/4 in x 4 in)",,manuscripts (document genre),eng,"Dungan, Irvine",Creator,,,,"Jackson, OH",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000490,"Missing form, business card","McCormick, Kirkland, Patterson and Fleming",,,"Business card for law offices under the above names, with the name Walter C. Senne",unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 card (1 page),,,eng,"Senne, Walter C.",Associated name,,,,"Chicago, IL",,,,,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000491,,"Telegram from REL Sauer to Prosecutor White, Atty Gen Stewart",,,Discusses possible Atlanta meeting with prosecution,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 telegram,,correspondence,eng,"Sauer, REL",Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,Prosecutor White Atty Gen Stewart Two Hicks McKenzie myself will meet you Atlanta Friday morning. Stewart unable to come Jacksonville Stewart admirer R E L Sauer of Texas Advise place for meeting,
0012_000416_000492,,Dayton Contrasts,,,Press release gives physical description of many key figures in trial.,1925-07-18,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14",1 manuscript (2 pages),,manuscripts (document genre),eng,"Hollister, Howard K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000493,,Reprints in Civil Liberties in American History,,,Catalog lists available titles including a reprint of the transcript of the Scopes trial.,1970,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (32 pages, 8 1/2 in x 3 1/3 in",,pamphlets,eng,Da Capo Press,Creator,,,,"New York, NY",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000494,,Is God Supreme,,,Reprint of editorial from The Maury Democrat asserting creationism.,1925-02-05,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 pamphlet (9 pages, 9 in x 3 3/4 in)",,pamphlets,eng,unknown,Creator,,,The Maury Democrat,"Columbia, TN",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000495,,The Death of the Commoner,,,"Poem mourns William Jennings Bryan, handwritten outline on reverse of second page",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (3 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Rivinius, Jean",Creator,,,,,,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Handwritten note on reverse of second page lists events.,"C. W. [Hicks?] [illegible].M. [Jones?] [open meeting?].
M. J.L. GodseyElected ChairmanS.K. Hicks Secretaery
Speech by Gen McKenzie.
Speech by Herbert Hicks
speech by Sue Hicks
speech by Rev Chas R. Jones
speech by Rev. -- noiseworthy
Resolution [illegible] by Mr. joe Benson authorizing [appointment?] of J.G. McKenzie etc [com?]. to carry out work.
Tom Stewart made [chairman?] of [that?] [committee?]",
0012_000416_000496,,Bryan Memorial resolution,,,"Handwritten note, ""Resolution adopted by the memorial association,"" to confer with Bryan's family and find a suitable memorial.",1925-07-31,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (1 page, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Secretary,,,,"Dayton, TN",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Resolution adopted by the memorial association at Court House July 31, 1925S.K. Hicks [illegible] [SecÃ¢â‚¬â„¢y?] of meeting.",
0012_000416_000497,,While we have no desire to try the Scopes Case through the press...,,,Draft of statement denying trial is a publicity stunt.,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (2 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000498,,...AND GENTLEMEN...,,,Draft of eulogy for William Jennings Bryan,[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 manuscript (5 pages, 14 in x 8 1/2 in)",,manuscripts (document genre),eng,"Hicks, Sue K.",Attributed name,,,,,,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,"Much paper is missing along the left side of the pages, but the only word fully missing appears to be the opening ""LADIES""",,
